donor,recipient,distance,timetransmission,contacttype,simid
0.2.3,0.2.3.1,0.004,3473.5679502515363,G,8862
0.2.4,0.2.4.1,0.012,977.5143851006005,G,8862
0.2.4,0.2.4.2,0.009,2714.9441628887325,F,8862
0.2.4,0.2.4.3,0.005,4177.110563016478,G,8862
0.2.5,0.2.5.1,Inf,1482.348194077684,G,8862
0.2.5,0.2.5.2,Inf,1559.4468317049016,G,8862
0.2.3.1,0.2.3.1.1,0.008,3481.7777704545306,G,8862
0.2.3.1,0.2.3.1.2,0.015,3528.9330785232423,G,8862
0.2.3.1,0.2.3.1.3,0.005,3666.575556719201,G,8862
0.2.3.1,0.2.3.1.4,0.011,5029.920363924305,F,8862
0.2.4.1,0.2.4.1.1,0.009,1016.631289247166,G,8862
0.2.4.1,0.2.4.1.2,0.016,1254.5981366956632,F,8862
0.2.4.1,0.2.4.1.3,0.003,2189.6451080890292,G,8862
0.2.4.1,0.2.4.1.4,0.008,2301.9770271371176,G,8862
0.2.4.3,0.2.4.3.1,0.005,4264.936406865364,G,8862
0.2.4.3,0.2.4.3.2,0.004,4603.596708385252,G,8862
0.2.4.3,0.2.4.3.3,0.001,5340.828486857068,F,8862
0.2.5.2,0.2.5.2.1,0.002,3554.3648947456045,G,8862
0.2.3.1.2,0.2.3.1.2.1,0.002,5329.118409353309,G,8862
0.2.4.1.1,0.2.4.1.1.1,0.007,1021.9283281867525,G,8862
0.2.4.1.1,0.2.4.1.1.2,0.017,1311.0148373096292,G,8862
0.2.4.1.1,0.2.4.1.1.3,0.004,3491.1131069475787,G,8862
0.2.4.1.2,0.2.4.1.2.1,0.004,1367.7794198152828,F,8862
0.2.4.1.4,0.2.4.1.4.1,0.01,2398.664807757235,F,8862
0.2.4.1.4,0.2.4.1.4.2,0.015,2554.9556966669957,G,8862
0.2.4.1.4,0.2.4.1.4.3,0.002,3577.1839467239024,G,8862
0.2.4.1.4,0.2.4.1.4.4,0.003,3903.6640951626537,G,8862
0.2.4.1.4,0.2.4.1.4.5,0.004,4384.585362327225,G,8862
0.2.4.3.1,0.2.4.3.1.1,0.009,4352.546258333096,G,8862
0.2.4.3.1,0.2.4.3.1.2,0.008,4547.267035806956,F,8862
0.2.4.3.1,0.2.4.3.1.3,0.001,4627.114642723305,F,8862
0.2.4.3.2,0.2.4.3.2.1,0.004,5874.972775129202,G,8862
0.2.3.1.2.1,0.2.3.1.2.1.1,0.005,5613.76359618959,F,8862
0.2.4.1.1.2,0.2.4.1.1.2.1,0.004,2052.40729992679,G,8862
0.2.4.1.1.2,0.2.4.1.1.2.2,0.007,2870.0423237951127,G,8862
0.2.4.1.1.3,0.2.4.1.1.3.1,0.002,3885.584451648147,G,8862
0.2.4.1.4.1,0.2.4.1.4.1.1,0.008,2645.485481167682,G,8862
0.2.4.1.4.1,0.2.4.1.4.1.2,0.003,3911.36034398268,G,8862
0.2.4.1.4.2,0.2.4.1.4.2.1,0.006,2738.1790713686883,F,8862
0.2.4.1.4.2,0.2.4.1.4.2.2,0.006,3740.7420403203046,G,8862
0.2.4.1.4.2,0.2.4.1.4.2.3,0.005,3800.492606551878,G,8862
0.2.4.1.4.2,0.2.4.1.4.2.4,0.0,4301.116186929815,F,8862
0.2.4.1.4.3,0.2.4.1.4.3.1,0.001,3643.6643490064102,G,8862
0.2.4.1.4.5,0.2.4.1.4.5.1,Inf,4432.838316943584,F,8862
0.2.4.1.4.5,0.2.4.1.4.5.2,0.007,4579.69618894539,F,8862
0.2.4.1.4.5,0.2.4.1.4.5.3,0.001,4649.669804626544,F,8862
0.2.4.3.1.1,0.2.4.3.1.1.1,0.005,5144.2636993264605,H,8862
0.2.4.3.1.1,0.2.4.3.1.1.2,0.01,6029.92830166633,G,8862
0.2.4.3.1.2,0.2.4.3.1.2.1,0.012,5550.860336654933,F,8862
0.2.4.3.1.3,0.2.4.3.1.3.1,0.008,4734.992607363788,G,8862
0,0.1,Inf,235.51695293401966,G,8864
0.1,0.1.1,0.001,779.0858746643872,F,8864
0.1.1,0.1.1.1,0.0,1052.0636867003268,H,8864
0,0.1,0.004,379.0583279874356,G,8865
0.1,0.1.1,Inf,847.230738118221,G,8865
0.1,0.1.2,0.001,1943.4602446748554,G,8865
0.1.1,0.1.1.1,Inf,981.1694803681834,G,8865
0.1.1.1,0.1.1.1.1,0.001,2059.582042860711,G,8865
0.1.1.1.1,0.1.1.1.1.1,Inf,2142.304011366534,F,8865
0.1.1.1.1,0.1.1.1.1.2,0.003,2555.9912467413433,F,8865
0.1.1.1.1.2,0.1.1.1.1.2.1,0.005,2732.953660889566,F,8865
0,0.1,0.001,43.167458497205594,G,8866
0,0.2,0.002,69.49193967729256,F,8866
0,0.3,0.002,219.19964348398582,G,8866
0.2,0.2.1,0.001,189.168847518854,G,8866
0,0.1,0.002,277.4571676846563,F,8867
0,0.2,0.013,613.1525195328393,F,8867
0,0.1,0.003,1112.9482248341894,F,8868
0,0.1,0.003,1456.725345802257,G,8869
0.1,0.1.1,0.008,1479.0850122788456,G,8869
0.1.1,0.1.1.1,0.005,1746.5651478196019,H,8869
0.1.1,0.1.1.2,0.004,2371.8889507778094,G,8869
0.1.1.2,0.1.1.2.1,0.007,2483.201187442279,H,8869
0,0.1,0.004,1474.2999073650553,G,8870
0.1,0.1.1,0.0,3522.024864394234,F,8870
0,0.1,0.003,437.71248393418745,G,8871
0,0.2,0.004,1087.7333917661267,G,8871
0,0.3,0.001,1811.3254334266055,F,8871
0.1,0.1.1,0.001,665.907994352737,G,8871
0.2,0.2.1,0.01,1125.3795702639252,G,8871
0.2,0.2.2,0.004,1191.3517119255669,G,8871
0.3,0.3.1,0.006,1989.8156829757106,G,8871
0.3,0.3.2,0.008,2291.1775319714593,G,8871
0.3,0.3.3,0.011,2535.4416253844015,G,8871
0.3,0.3.4,0.002,2873.285792960191,G,8871
0.3,0.3.5,0.006,3282.6660709667344,G,8871
0.1.1,0.1.1.1,0.001,992.5501342086899,H,8871
0.2.1,0.2.1.1,0.006,1176.3674782962632,F,8871
0.2.1,0.2.1.2,0.004,2127.35800066398,G,8871
0.2.2,0.2.2.1,0.004,1197.56529277698,G,8871
0.2.2,0.2.2.2,0.0,1197.7371290310211,G,8871
0.2.2,0.2.2.3,0.0,1244.4892644769382,G,8871
0.3.3,0.3.3.1,0.007,2609.6534381325523,G,8871
0.3.3,0.3.3.2,0.014,4252.758054047536,G,8871
0.3.3,0.3.3.3,0.006,5484.631885877202,G,8871
0.2.2.1,0.2.2.1.1,0.011,1300.7031591856476,G,8871
0.3.3.2,0.3.3.2.1,Inf,4494.689928719275,G,8871
0.3.3.2,0.3.3.2.2,0.0,4612.108273817272,G,8871
0.3.3.2,0.3.3.2.3,0.002,4612.809143478947,G,8871
0.3.3.2,0.3.3.2.4,0.007,5646.318671632272,G,8871
0.3.3.3,0.3.3.3.1,0.012,5532.369328782376,H,8871
0.3.3.3,0.3.3.3.2,0.003,5653.570385649856,G,8871
0.2.2.1.1,0.2.2.1.1.1,0.015,1785.9991596969242,G,8871
0.2.2.1.1,0.2.2.1.1.2,0.009,1818.9814238906579,G,8871
0.3.3.2.1,0.3.3.2.1.1,Inf,5892.406340588813,G,8871
0.3.3.2.2,0.3.3.2.2.1,0.002,4833.056603655739,G,8871
0.2.2.1.1.1,0.2.2.1.1.1.1,0.002,2253.222744527376,G,8871
0,0.1,0.003,708.1518733361521,G,8872
0,0.1,Inf,1936.8625203758045,G,8873
0.1,0.1.1,0.001,2543.7590442156034,G,8873
0,0.1,0.001,20.478340707479056,F,8874
0,0.1,0.004,813.8902429606356,G,8875
0.1,0.1.1,0.004,1188.7089042818104,F,8875
0,0.1,0.006,60.49017416298308,G,8876
0,0.2,0.004,457.4838607403687,G,8876
0.2,0.2.1,0.006,510.7453097385596,G,8876
0.2.1,0.2.1.1,0.001,2177.6614378050567,G,8876
0,0.1,0.005,607.4331808881983,G,8879
0,0.1,0.008,22.60743949288388,G,8882
0,0.2,0.004,54.87425701838208,G,8882
0.2,0.2.1,0.002,923.373288384492,F,8882
0.2,0.2.2,Inf,1193.170822660987,G,8882
0.2.1,0.2.1.1,0.001,1098.2220626162418,F,8882
0.2.2,0.2.2.1,Inf,1366.4820056199765,F,8882
0.2.2,0.2.2.2,Inf,1425.5979777907487,F,8882
0.2.2,0.2.2.3,Inf,2698.5397237883644,G,8882
0.2.2.1,0.2.2.1.1,0.006,1483.05802842531,F,8882
0.2.2.1,0.2.2.1.2,0.006,1771.2019985686532,G,8882
0.2.2.2,0.2.2.2.1,0.002,3098.260483259829,F,8882
0.2.2.3,0.2.2.3.1,0.008,3570.2840764329158,G,8882
0.2.2.1.2,0.2.2.1.2.1,0.009,2003.5218012006426,G,8882
0.2.2.1.2,0.2.2.1.2.2,0.009,2520.9951057962658,G,8882
0.2.2.1.2,0.2.2.1.2.3,0.007,3576.3274002918893,H,8882
0.2.2.1.2,0.2.2.1.2.4,0.004,4203.50152906115,G,8882
0.2.2.1.2,0.2.2.1.2.5,0.004,4236.838402352079,G,8882
0.2.2.1.2,0.2.2.1.2.6,Inf,4448.029550577887,F,8882
0.2.2.1.2.2,0.2.2.1.2.2.1,0.003,2521.2711679928157,G,8882
0.2.2.1.2.5,0.2.2.1.2.5.1,0.006,4340.803066744055,G,8882
0,0.1,0.008,1017.668801705381,G,8883
0.1,0.1.1,0.004,1725.1365581641655,H,8883
0.1,0.1.2,0.002,3842.709173706283,G,8883
0.1.1,0.1.1.1,Inf,2998.5416781332756,F,8883
0,0.1,0.003,238.90264595592777,G,8885
0,0.2,0.0,569.6988682856864,G,8885
0,0.1,0.009,507.0775626914512,G,8888
0,0.2,0.001,585.903634754745,G,8888
0,0.3,0.001,734.3505445226626,G,8888
0.1,0.1.1,0.004,1251.7243532245802,G,8888
0,0.1,0.018,89.9936012685178,G,8889
0,0.1,0.003,71.61185340363659,F,8890
0,0.2,0.0,128.7415795108669,F,8890
0,0.3,0.004,226.9579157172082,F,8890
0.1,0.1.1,0.005,819.2555567090529,G,8890
0.1,0.1.2,0.001,872.1647353336219,G,8890
0.3,0.3.1,0.001,243.6823338281404,H,8890
0.1.2,0.1.2.1,0.0,1519.2401579351351,G,8890
0,0.1,0.0,291.129265496157,G,8893
0.1,0.1.1,0.001,397.85673338657796,F,8893
0,0.1,0.007,1247.6055523398716,G,8894
0.1,0.1.1,0.01,2215.3285907674735,G,8894
0.1,0.1.2,0.006,2487.6145868025746,F,8894
0.1,0.1.3,Inf,3433.70950630154,F,8894
0.1.1,0.1.1.1,0.004,3601.019076142747,F,8894
0.1.1,0.1.1.2,0.001,4062.877524121217,F,8894
0.1.1.1,0.1.1.1.1,0.007,3698.4033916073327,G,8894
0.1.1.2,0.1.1.2.1,0.004,5944.042066721611,F,8894
0.1.1.2.1,0.1.1.2.1.1,0.007,6009.0974482251,F,8894
0.1.1.2.1,0.1.1.2.1.2,0.005,6425.567344719445,G,8894
0.1.1.2.1,0.1.1.2.1.3,0.002,6648.73883517822,G,8894
0.1.1.2.1.1,0.1.1.2.1.1.1,0.013,6810.948054534402,F,8894
0.1.1.2.1.1,0.1.1.2.1.1.2,Inf,8079.43228632596,G,8894
0.1.1.2.1.1,0.1.1.2.1.1.3,0.001,8633.459991222448,F,8894
0,0.1,Inf,950.1565881831459,G,8895
0.1,0.1.1,Inf,2853.551522311001,G,8895
0.1.1,0.1.1.1,0.006,3272.159431686376,G,8895
0.1.1,0.1.1.2,0.006,4486.412466054375,H,8895
0.1.1.1,0.1.1.1.1,0.005,3305.6263374802734,G,8895
0.1.1.1,0.1.1.1.2,0.007,3350.6350072338955,G,8895
0.1.1.1,0.1.1.1.3,Inf,4166.835210519916,H,8895
0.1.1.1,0.1.1.1.4,Inf,4635.171959729904,G,8895
0.1.1.1,0.1.1.1.5,0.007,4714.811166159816,G,8895
0.1.1.1.2,0.1.1.1.2.1,0.0,3709.1988141066186,G,8895
0.1.1.1.4,0.1.1.1.4.1,Inf,4670.026387346029,F,8895
0.1.1.1.5,0.1.1.1.5.1,0.003,5217.093491516185,G,8895
0.1.1.1.5,0.1.1.1.5.2,0.0,5417.589898450669,G,8895
0.1.1.1.5,0.1.1.1.5.3,0.009,5640.5564199056425,G,8895
0.1.1.1.2.1,0.1.1.1.2.1.1,0.004,3921.9311184702187,G,8895
0.1.1.1.4.1,0.1.1.1.4.1.1,0.008,4998.063547330586,H,8895
0.1.1.1.5.1,0.1.1.1.5.1.1,0.004,5246.003333674647,G,8895
0.1.1.1.5.1,0.1.1.1.5.1.2,0.001,6678.606180392228,G,8895
0.1.1.1.5.3,0.1.1.1.5.3.1,0.005,5653.663791221146,F,8895
0.1.1.1.5.3,0.1.1.1.5.3.2,0.01,6722.229743049215,F,8895
0,0.1,0.011,130.9054961906413,G,8896
0.1,0.1.1,0.014,246.0789891461483,F,8896
0.1,0.1.2,0.007,502.17530187289844,G,8896
0.1,0.1.3,0.008,2431.5548039076834,F,8896
0.1.3,0.1.3.1,0.011,3963.9893708036707,F,8896
0.1.3.1,0.1.3.1.1,0.013,4097.811295631026,G,8896
0.1.3.1.1,0.1.3.1.1.1,0.017,4523.426853516437,G,8896
0.1.3.1.1,0.1.3.1.1.2,0.009,4685.417233419006,G,8896
0.1.3.1.1,0.1.3.1.1.3,0.004,6538.906148052621,G,8896
0.1.3.1.1,0.1.3.1.1.4,0.007,6695.82415085549,F,8896
0.1.3.1.1,0.1.3.1.1.5,0.002,7482.719149070697,G,8896
0.1.3.1.1.1,0.1.3.1.1.1.1,0.016,5988.2330479277225,G,8896
0.1.3.1.1.5,0.1.3.1.1.5.1,0.004,7600.066609342685,G,8896
0.1.3.1.1.5,0.1.3.1.1.5.2,0.004,8439.372284242985,G,8896
0.1.3.1.1.5,0.1.3.1.1.5.3,0.006,8556.034008463863,G,8896
0.1.3.1.1.5,0.1.3.1.1.5.4,0.004,8792.050972795803,G,8896
0,0.1,0.004,537.8341707176907,G,8898
0.1,0.1.1,0.009,711.6729687715554,F,8898
0.1,0.1.2,0.007,1339.7028962479353,F,8898
0,0.1,0.004,204.18274549485076,G,8899
0,0.1,0.007,256.3968546116255,G,8901
0.1,0.1.1,0.013,1075.327415813298,G,8901
0.1,0.1.2,0.017,1145.6707270812067,G,8901
0.1,0.1.3,0.01,1393.5510544844917,G,8901
0.1,0.1.4,0.016,1498.9417329452624,G,8901
0.1,0.1.5,0.005,1993.3826247047768,G,8901
0.1.2,0.1.2.1,0.013,1324.908888655059,G,8901
0.1.2,0.1.2.2,0.011,1806.2402766706637,G,8901
0.1.4,0.1.4.1,0.006,1941.1173627907551,G,8901
0.1.4,0.1.4.2,0.008,2690.9001476879157,G,8901
0.1.5,0.1.5.1,0.002,2323.5643472091874,F,8901
0.1.2.1,0.1.2.1.1,0.007,1800.2344181554852,G,8901
0.1.5.1,0.1.5.1.1,0.011,2407.627048466972,F,8901
0.1.5.1,0.1.5.1.2,0.0,2894.9457791639607,F,8901
0.1.2.1.1,0.1.2.1.1.1,0.003,3219.842051624636,F,8901
0.1.2.1.1.1,0.1.2.1.1.1.1,0.0,4304.968107398092,F,8901
0,0.1,Inf,494.44061446054496,G,8902
0.1,0.1.1,Inf,560.4428023817076,G,8902
0.1,0.1.2,Inf,1353.3198885535055,G,8902
0.1,0.1.3,Inf,1410.653237520811,G,8902
0.1,0.1.4,Inf,1419.4690991376497,F,8902
0.1,0.1.5,Inf,1930.3014250475367,G,8902
0.1,0.1.6,Inf,2240.123543921998,G,8902
0.1.1,0.1.1.1,0.01,692.8219464642126,G,8902
0.1.3,0.1.3.1,0.001,1514.7564250072005,G,8902
0.1.5,0.1.5.1,0.004,2157.2843698207657,G,8902
0.1.5,0.1.5.2,0.006,2286.6963374921847,G,8902
0.1.6,0.1.6.1,0.008,2706.255134290251,G,8902
0.1.1.1,0.1.1.1.1,0.001,2075.397887220684,G,8902
0.1.1.1,0.1.1.1.2,0.003,2075.5827713547546,G,8902
0.1.6.1,0.1.6.1.1,0.009,3408.4451953212215,G,8902
0.1.6.1.1,0.1.6.1.1.1,0.007,3623.5283988514116,G,8902
0,0.1,0.004,0.6987141813327854,G,8904
0.1,0.1.1,0.006,168.74409203900873,G,8904
0.1,0.1.2,0.004,1266.7892633203576,F,8904
0.1.1,0.1.1.1,0.004,187.96088885407917,G,8904
0.1.1,0.1.1.2,0.002,212.29046022371665,G,8904
0.1.1.1,0.1.1.1.1,0.003,354.04497750964754,G,8904
0.1.1.2,0.1.1.2.1,Inf,260.6638066000989,G,8904
0,0.1,0.005,383.99689655303945,G,8907
0,0.2,0.007,386.9949884001049,G,8907
0.1,0.1.1,0.006,425.9186747030093,H,8907
0.1,0.1.2,0.021,605.7838847560622,G,8907
0.1,0.1.3,0.008,836.9051103942701,G,8907
0.1,0.1.4,0.002,1979.442716171017,H,8907
0.1.2,0.1.2.1,0.01,867.2164275511775,G,8907
0.1.2,0.1.2.2,0.012,1533.2064509178792,G,8907
0.1.2,0.1.2.3,0.007,4277.656952601474,G,8907
0.1.3,0.1.3.1,0.003,928.6902949273734,F,8907
0.1.3,0.1.3.2,0.006,1100.076886859033,F,8907
0.1.3,0.1.3.3,0.013,1130.7737072548941,G,8907
0.1.3,0.1.3.4,0.011,1609.9118133831532,G,8907
0.1.3,0.1.3.5,0.001,1877.2683567879417,F,8907
0.1.4,0.1.4.1,0.006,2532.699657663415,F,8907
0.1.2.2,0.1.2.2.1,0.006,2466.5200460194637,F,8907
0.1.2.3,0.1.2.3.1,0.005,4616.591352634476,G,8907
0.1.3.3,0.1.3.3.1,0.005,1726.464160690848,G,8907
0.1.3.4,0.1.3.4.1,0.007,2270.412845334157,G,8907
0.1.3.4,0.1.3.4.2,0.004,2494.2465521042604,G,8907
0.1.4.1,0.1.4.1.1,0.007,4341.896988538838,F,8907
0.1.2.3.1,0.1.2.3.1.1,0.008,4683.833843730624,G,8907
0.1.3.3.1,0.1.3.3.1.1,0.008,1754.4444566000195,F,8907
0.1.2.3.1.1,0.1.2.3.1.1.1,0.019,5854.541663315221,G,8907
0,0.1,0.001,518.4488477156241,G,8908
0,0.2,0.001,547.0751050132708,G,8908
0,0.3,0.003,773.086585598254,F,8908
0.2,0.2.1,0.005,1731.6636678710051,F,8908
0.2,0.2.2,0.002,2250.7377431588993,G,8908
0.2,0.2.3,0.002,2717.1950234947394,F,8908
0.2.3,0.2.3.1,0.0,2772.5426245064305,G,8908
0.2.3,0.2.3.2,0.008,2908.7778649534284,F,8908
0,0.1,0.002,116.64447222022913,G,8909
0.1,0.1.1,0.002,256.681165386048,G,8909
0.1,0.1.2,0.003,950.7114625673095,F,8909
0,0.1,0.006,458.47332375997365,G,8912
0.1,0.1.1,0.0,787.3903412681649,G,8912
0.1,0.1.2,0.009,1146.0316956486658,G,8912
0.1,0.1.3,0.0,1568.6602255524206,F,8912
0.1.2,0.1.2.1,0.003,2105.0973950989683,G,8912
0,0.1,0.016,235.9073015652143,G,8916
0,0.2,0.001,542.1279338959746,G,8916
0,0.3,Inf,559.2950512108974,G,8916
0.3,0.3.1,Inf,1629.4913167105535,G,8916
0.3.1,0.3.1.1,0.001,2013.0125460664897,F,8916
0.3.1.1,0.3.1.1.1,0.0,2034.0061905361677,F,8916
0.3.1.1.1,0.3.1.1.1.1,0.0,2468.8864974856665,G,8916
0,0.1,0.01,608.2937974691887,G,8917
0,0.1,0.019,691.5307167593915,G,8918
0.1,0.1.1,0.014,1526.6871605693975,G,8918
0.1,0.1.2,0.008,2425.3038942093967,G,8918
0.1.1,0.1.1.1,0.005,1758.8299436905295,F,8918
0.1.1,0.1.1.2,0.007,1854.1017838066903,H,8918
0.1.1,0.1.1.3,0.006,1915.859189720958,G,8918
0.1.1,0.1.1.4,0.001,2034.5184993105768,F,8918
0.1.1.1,0.1.1.1.1,0.005,1851.0413699277203,F,8918
0.1.1.1,0.1.1.1.2,0.003,2121.4336463076793,G,8918
0.1.1.2,0.1.1.2.1,0.011,1881.8290879722801,F,8918
0.1.1.2,0.1.1.2.2,0.006,2049.5576906746364,H,8918
0.1.1.3,0.1.1.3.1,0.023,1917.8877216470994,F,8918
0.1.1.3,0.1.1.3.2,0.009,1954.6265768502897,F,8918
0.1.1.3,0.1.1.3.3,0.007,2030.1771579886995,G,8918
0.1.1.3,0.1.1.3.4,Inf,3529.389277881773,F,8918
0.1.1.1.1,0.1.1.1.1.1,0.005,2001.7129559789896,G,8918
0.1.1.1.1,0.1.1.1.1.2,0.007,3709.199391334608,F,8918
0.1.1.1.1,0.1.1.1.1.3,0.001,3935.0440301875005,F,8918
0.1.1.1.1,0.1.1.1.1.4,0.001,4516.976076337383,G,8918
0.1.1.1.1.2,0.1.1.1.1.2.1,0.009,4855.969319014965,F,8918
0,0.1,0.0,315.8749096834935,G,8919
0.1,0.1.1,0.005,347.32418074544245,G,8919
0.1,0.1.2,0.001,689.425769874777,G,8919
0.1.1,0.1.1.1,0.003,523.936045733989,F,8919
0,0.1,0.006,75.86022797270003,G,8920
0,0.2,0.0,815.1640328957943,G,8920
0.1,0.1.1,0.003,908.143785661204,H,8920
0.2,0.2.1,0.002,924.2585518089351,G,8920
0.2.1,0.2.1.1,0.003,1209.924470979974,G,8920
0,0.1,0.007,71.98914865802496,G,8923
0.1,0.1.1,0.015,1004.5475649555881,F,8923
0.1,0.1.2,0.002,2287.491662613362,G,8923
0.1.1,0.1.1.1,0.012,1167.3302568600147,F,8923
0.1.1,0.1.1.2,0.011,1563.0962520882226,F,8923
0.1.2,0.1.2.1,0.003,2391.489641745871,G,8923
0.1.2.1,0.1.2.1.1,0.003,2443.1769422274465,F,8923
0.1.2.1,0.1.2.1.2,0.006,2514.0787063054827,H,8923
0.1.2.1,0.1.2.1.3,Inf,2856.7077900762456,G,8923
0.1.2.1,0.1.2.1.4,0.001,3172.9257043766565,G,8923
0.1.2.1.2,0.1.2.1.2.1,0.0,2539.7347273966116,F,8923
0.1.2.1.3,0.1.2.1.3.1,Inf,2976.5598728887353,G,8923
0.1.2.1.3,0.1.2.1.3.2,Inf,4463.462951215107,G,8923
0.1.2.1.2.1,0.1.2.1.2.1.1,0.005,2602.107000806969,G,8923
0.1.2.1.2.1,0.1.2.1.2.1.2,0.005,2703.8132257633847,G,8923
0.1.2.1.3.1,0.1.2.1.3.1.1,0.012,3220.524034913129,G,8923
0,0.1,0.009,886.0093232843478,G,8924
0,0.1,Inf,319.61176557375654,G,8926
0,0.2,0.007,395.7380459025037,G,8926
0,0.3,0.007,444.96229078529484,G,8926
0,0.4,0.005,2044.944291102828,G,8926
0.1,0.1.1,Inf,974.4622256445631,G,8926
0.2,0.2.1,0.001,638.7314448178121,G,8926
0.3,0.3.1,0.005,1031.8979831031977,G,8926
0.4,0.4.1,Inf,2109.2727803739413,G,8926
0.1.1,0.1.1.1,0.0,2205.216477842762,G,8926
0.2.1,0.2.1.1,0.006,1278.7724462090162,H,8926
0.3.1,0.3.1.1,0.005,1262.2536177175016,G,8926
0.1.1.1,0.1.1.1.1,0.005,2285.2950596119645,G,8926
0.1.1.1,0.1.1.1.2,0.001,2409.542456979148,G,8926
0.3.1.1,0.3.1.1.1,0.006,1338.4528941361577,F,8926
0.1.1.1.1,0.1.1.1.1.1,0.0,4433.895769668276,G,8926
0.3.1.1.1,0.3.1.1.1.1,0.007,1507.3761315095335,F,8926
0.1.1.1.1.1,0.1.1.1.1.1.1,0.007,4815.534682908235,F,8926
0.1.1.1.1.1,0.1.1.1.1.1.2,0.011,5842.555933169268,G,8926
0.1.1.1.1.1,0.1.1.1.1.1.3,0.007,6316.337572400243,F,8926
0.3.1.1.1.1,0.3.1.1.1.1.1,0.01,2891.8667510512364,G,8926
0,0.1,0.003,1551.4651397294024,F,8927
0,0.2,0.008,1610.5594384875187,G,8927
0.2,0.2.1,0.002,2124.0160606023996,G,8927
0.2.1,0.2.1.1,0.005,2388.7589912428625,G,8927
0.2.1.1,0.2.1.1.1,0.005,3344.6609994475184,G,8927
0.2.1.1,0.2.1.1.2,0.0,3566.5952079160543,G,8927
0.2.1.1,0.2.1.1.3,0.003,3867.912555253213,G,8927
0.2.1.1,0.2.1.1.4,0.001,4356.385005806548,G,8927
0.2.1.1.1,0.2.1.1.1.1,0.004,3344.9085227466953,G,8927
0.2.1.1.1.1,0.2.1.1.1.1.1,0.006,3836.027448164226,F,8927
0,0.1,0.009,615.5214353383508,F,8930
0.1,0.1.1,0.002,944.4936425593668,F,8930
0.1.1,0.1.1.1,0.001,1822.8719243520234,F,8930
0,0.1,0.001,384.64035272190756,F,8933
0,0.2,0.0,1755.9244949323613,F,8933
0.1,0.1.1,0.012,618.0134934688916,F,8933
0.1.1,0.1.1.1,0.009,1179.3783684759364,F,8933
0.1.1,0.1.1.2,0.002,2688.210056739226,F,8933
0.1.1,0.1.1.3,0.001,3486.13143244766,F,8933
0.1.1.1,0.1.1.1.1,0.0,1571.5868649510894,F,8933
0.1.1.3,0.1.1.3.1,0.005,3835.940822626664,G,8933
0.1.1.1.1,0.1.1.1.1.1,0.005,2464.2124614120657,F,8933
0.1.1.1.1,0.1.1.1.1.2,0.002,2589.497123647781,F,8933
0.1.1.3.1,0.1.1.3.1.1,Inf,3878.750379438437,G,8933
0.1.1.3.1.1,0.1.1.3.1.1.1,Inf,5208.138578366556,G,8933
0,0.1,0.005,424.6385588588232,G,8934
0.1,0.1.1,0.023,558.2136509062503,G,8934
0.1,0.1.2,0.003,1320.1262702626361,G,8934
0.1,0.1.3,0.011,2652.013092521439,G,8934
0.1.1,0.1.1.1,0.015,2747.425106941091,G,8934
0.1.1,0.1.1.2,0.002,3258.1897632584955,G,8934
0.1.3,0.1.3.1,0.003,4715.513341110874,G,8934
0.1.1.1,0.1.1.1.1,0.005,4264.918656007226,F,8934
0.1.3.1,0.1.3.1.1,0.004,6119.629732208995,F,8934
0.1.3.1,0.1.3.1.2,0.004,6258.848500165663,G,8934
0.1.3.1,0.1.3.1.3,0.006,6618.981108073775,G,8934
0.1.3.1,0.1.3.1.4,0.01,7147.5599182792985,G,8934
0.1.3.1,0.1.3.1.5,0.007,7209.5164716842355,F,8934
0.1.3.1.3,0.1.3.1.3.1,0.004,7309.542644011665,G,8934
0.1.3.1.5,0.1.3.1.5.1,0.007,8195.790437616195,G,8934
0.1.3.1.5,0.1.3.1.5.2,0.003,8364.643239467552,F,8934
0.1.3.1.3.1,0.1.3.1.3.1.1,0.002,7324.715281589365,G,8934
0,0.1,0.008,51.661966078313576,F,8936
0,0.2,0.004,1099.7850467046364,F,8936
0.2,0.2.1,0.006,1167.3481677267284,F,8936
0.2,0.2.2,0.006,1360.3402173299176,F,8936
0.2.1,0.2.1.1,Inf,1357.1400247293718,F,8936
0.2.2,0.2.2.1,0.003,1645.0418902866945,G,8936
0.2.2,0.2.2.2,0.01,1789.6595599581624,G,8936
0.2.2,0.2.2.3,0.006,1928.4928709524033,F,8936
0.2.2,0.2.2.4,0.007,1982.2315962207024,F,8936
0.2.2,0.2.2.5,0.0,2353.021095176768,F,8936
0.2.1.1,0.2.1.1.1,Inf,2040.8393581585249,G,8936
0.2.2.1,0.2.2.1.1,0.008,1916.026811485899,G,8936
0.2.2.2,0.2.2.2.1,0.009,1832.979809791693,G,8936
0.2.2.2,0.2.2.2.2,0.013,1884.1621808575521,G,8936
0.2.2.2,0.2.2.2.3,0.01,2649.3460204750277,F,8936
0.2.2.2,0.2.2.2.4,0.007,3599.4892994627576,G,8936
0.2.2.4,0.2.2.4.1,0.016,2470.7049316455323,F,8936
0.2.2.4,0.2.2.4.2,0.003,4120.791347252875,F,8936
0.2.2.4,0.2.2.4.3,0.006,4222.423443741061,F,8936
0.2.1.1.1,0.2.1.1.1.1,0.001,3065.2235674160347,G,8936
0.2.1.1.1,0.2.1.1.1.2,0.003,3506.7420722011652,G,8936
