pid,timesequenced,timediagnosed,timeinfected,generation,Fdegree,Gdegree,Hdegree,simid
0,1720.586616661202,1708.2989379138198,0.0,0,0,2,0.0140542213035078,97
0,4220.869074485497,4210.555725252662,0.0,0,1,3,0.0070551019265374364,98
0.1,3471.7039081380167,3449.0947974295077,3067.9995809707098,1,1,3,0.0003963841108742864,98
0.2,Inf,4476.231853720384,3068.797231011371,1,0,1,0.017927120426468737,98
0.3,4716.539836453562,4707.1805597673465,3568.725333329614,1,1,2,0.004165143076294504,98
0.1.1,3166.7129510345108,3165.9494450204274,3096.9117621706278,2,1,3,0.0008741604489640243,98
0.1.2,3723.2697773701652,3721.73882217973,3153.9426942939012,2,1,2,0.0006051623223464923,98
0.1.1.1,4114.362027416964,4092.4897763673102,3137.875105180133,3,1,2,0.004756472163072094,98
0,2247.6069122483304,2231.1063070481173,0.0,0,1,3,0.011469053159847305,99
0.1,1793.1167930311296,1769.1773120535868,208.65191606406296,1,2,2,0.06532308185318482,99
0.1.1,1602.1943855157888,1552.272529728123,317.82520696793216,2,1,0,0.003154306287547527,99
0.1.2,843.1322841003363,823.6756274317797,335.8876608170441,2,0,3,0.06337735988470732,99
0.1.3,746.3423972099461,710.6971308454417,640.0720803621825,2,1,1,0.007284968144579416,99
0.1.4,1027.9589012141728,1017.0791075881207,651.9677078709219,2,0,3,0.031411726896326736,99
0.1.5,1847.3876972387266,1842.2616130925712,1460.7306435645396,2,1,0,0.0005257999899747054,99
0.1.2.1,757.0060778169197,745.8139128734201,651.2005089717053,3,0,1,0.030224037686713407,99
0.1.2.2,3826.807143386593,3753.451554423944,665.7437454710156,3,0,3,0.15446109615295242,99
0.1.5.1,2629.350584052025,2611.631944145828,1777.952717799788,3,1,1,0.0010197196093223023,99
0.1.2.2.1,Inf,3934.46925830309,2434.181727364046,4,0,0,0.28888010708385015,99
0.1.2.2.2,3972.3966911233274,3922.2270541807893,2983.6452968512913,4,0,1,0.019224512044009795,99
0.1.2.2.3,5873.317858441547,5853.460369478594,3607.4430406398706,4,1,3,4.5131960357953e-6,99
0,2068.0048144390994,2063.088432996637,0.0,0,0,3,0.0007800512324412212,100
0.1,2035.3931699205316,1955.559282205416,31.992869331937417,1,1,1,0.012178117726332134,100
0.2,1050.6575865808006,1049.5527975623127,637.3539411074981,1,0,3,0.0025394401549351997,100
0.1.1,1018.4007068684836,1009.5940968258326,180.34167918954958,2,1,0,0.014994973370349865,100
